19.8, 51.0, 1.0, 1.0, 3.0, 400.0
102.2, 51.0, 1.0, 1.0, 4.0, 150.0
102.3, 51.0, 1.0, 1.0, 4.0, 200.0
99.9, 51.0, 1.0, 1.0, 4.0, 250.0
93.9, 51.0, 1.0, 1.0, 4.0, 300.0
7.8, 53.0, 1.0, 1.0, 2.0, 100.0
4.8, 53.0, 1.0, 1.0, 2.0, 100.0
17.5, 53.0, 1.0, 1.0, 4.0, 100.0
12.0, 53.0, 1.0, 1.0, 4.0, 100.0
20.4, 53.0, 1.0, 1.0, 4.0, 150.0
13.7, 53.0, 1.0, 1.0, 4.0, 150.0
67.0, 32.0, 1.0, 1.0, 4.0, 280.0
56.0, 32.0, 1.0, 1.0, 4.0, 280.0
63.0, 32.0, 1.0, 1.0, 4.0, 300.0
52.0, 32.0, 1.0, 1.0, 4.0, 300.0
43.0, 32.0, 1.0, 3.0, 11.0, 285.0
34.0, 32.0, 1.0, 3.0, 11.0, 285.0
38.0, 32.0, 1.0, 3.0, 11.0, 300.0
29.0, 32.0, 1.0, 3.0, 11.0, 300.0
35.0, 32.0, 1.0, 3.0, 11.0, 320.0
26.0, 32.0, 1.0, 3.0, 11.0, 320.0
47.0, 32.0, 1.0, 1.0, 4.0, 250.0
57.0, 32.0, 1.0, 1.0, 4.0, 250.0
70.0, 32.0, 1.0, 1.0, 4.0, 500.0
84.0, 32.0, 1.0, 1.0, 4.0, 500.0
2.6, 7.0, 1.0, 4.0, 1.0, 55.0
7.8, 7.0, 1.0, 2.0, 1.0, 60.0
51.0, 26.0, 1.0, 1.0, 5.0, 130.0
48.0, 26.0, 1.0, 1.0, 5.0, 200.0
0.11, 27.0, 1.0, 1.0, 1.0, 5.0
