formula,P,Tc,AD
TiH6,150,103,1
SiH6,300,103,1
AsH7,100,103,1
H4Se,250,103,1
EuH5,300,102,1
PmH5,250,102,1
PmH5,200,102,1
EuH5,100,102,1
La2H9,100,102,1
H9Se2,150,102,1
H9Se2,300,102,1
LaH5,300,102,1
PmH5,150,101,1
SrH8,200,101,1
Tb2H9,100,101,1
GeH6,200,100,1
GeH6,250,100,1
GeH6,150,100,1
H7S2,100,100,1
TiH5,100,100,1
ScH6,300,100,1
Eu2H9,200,100,1
Eu2H9,250,99,1
Eu2H9,150,99,1
PmH5,100,99,1
H8Pb,300,99,1
PmH5,300,99,1
H9S2,250,99,1
SrH8,250,99,1
SiH6,150,98,1
CeH7,150,98,1
SiH6,200,98,1
SiH6,250,98,1
H6Pb,300,98,1
GeH6,300,98,1
H8Pb,250,98,1
ScH5,100,98,1
H7Se2,150,98,1
BaH8,300,97,1
Tb2H9,250,97,1
SiH6,100,97,1
EuH9,200,97,1
EuH8,100,97,1
SrH6,100,97,1
SbH4,200,97,1
LaH8,100,96,1
H6Pb,250,96,1
AsH6,100,96,1
SrH7,150,96,1
Eu2H9,100,96,1
EuH9,300,96,1
EuH9,250,96,1
SbH4,150,95,1
SbH4,250,95,1
H8Pb,200,95,1
H7Se2,300,95,1
H4Se,150,95,1
SbH7,100,95,1
Tb2H9,300,95,1
Tb2H9,200,95,1
Te2H9,200,95,1
Pr2H9,200,95,1
Eu2H9,300,95,1
PrH5,200,94,1
H4Se,300,94,1
BiH5,300,94,1
Pr2H9,150,94,1
Te2H9,250,94,1
Tb2H9,150,94,1
BaH8,200,94,1
H4S,250,94,1
Pr2H9,250,94,1
BiH6,300,93,1
BaH8,250,93,1
H3Se,100,93,1
H9S2,200,93,1
H7Pb,300,93,1
PrH5,150,93,1
PrH5,250,93,1
H9Pb,300,92,1
SrH8,150,92,1
BiH6,250,92,1
H7Pb,250,92,1
Te2H9,150,92,1
ScH6,200,92,1
LaH9,200,92,1
SbH4,300,91,1
GeH6,100,91,1
H9Pb,250,91,1
SbH5,250,91,1
ScH6,250,91,1
LaH9,300,91,1
Pm2H9,100,91,1
PrH5,100,90,1
BiH8,300,90,1
ScH6,150,90,1
LaH9,250,90,1
BiH8,250,90,1
H9S2,300,90,1
PmH9,200,90,1
PrH5,300,89,1
EuH9,150,89,1
PmH9,300,89,1
PmH9,250,89,1
Sc2H9,200,89,1
SbH5,200,89,1
Pr2H9,100,89,1
Pm2H9,150,89,1
BiH7,300,89,1
ScH4,100,89,1
Pm2H9,250,89,1
Pm2H9,200,89,1
Sc2H9,250,88,1
Sc2H9,300,88,1
Sc2H9,150,88,1
Pr2H9,300,88,1
BiH5,250,88,1
In2H9,250,88,1
BiH7,250,88,1
H6Pb,200,88,1
H4S,200,88,1
BiH8,200,87,1
H9Se2,100,86,1
GeH5,250,86,1
InH5,250,86,1
Ti2H9,100,86,1
TeH7,250,86,1
TeH6,250,86,1
BiH6,200,86,1
H5Se,250,86,1
Pm2H9,300,86,1
BiH9,300,86,1
BiH5,200,86,1
H7Pb,200,86,1
TiH5,300,86,1
H9Pb,200,86,1
H4S,300,86,1
SbH5,150,85,1
CeH8,200,85,1
GeH5,200,85,1
BiH7,200,85,1
GeH5,150,85,1
CeH7,100,85,1
TiH5,200,85,1
H5Pb,300,85,1
H5S,250,85,1
Te2H9,300,85,1
BiH9,250,85,1
In2H9,300,85,1
TiH5,250,85,1
H10Pb,250,85,1
SnH9,250,84,1
SbH6,250,84,1
CeH8,300,84,1
TiH5,150,84,1
TeH6,200,84,1
CeH8,250,84,1
GeH5,300,84,1
ScH5,200,83,1
SrH7,100,83,1
SbH6,200,83,1
InH5,300,83,1
Ge2H9,250,83,1
BaH8,150,83,1
In2H9,200,83,1
H6Pb,150,83,1
SbH5,300,83,1
ScH5,300,83,1
H5Pb,250,83,1
H9S2,150,83,1
P2H5,200,83,1
SnH9,300,82,1
H8Pb,150,82,1
Bi2H9,250,82,1
BiH10,250,82,1
PmH9,150,82,1
ScH5,250,82,1
Ge2H9,300,81,1
LaH9,150,81,1
TeH7,200,81,1
BiH5,150,81,1
TeH5,250,81,1
ScH5,150,81,1
P2H5,250,81,1
InH5,200,81,1
SnH10,250,81,1
H5S2,200,81,1
SnH7,250,80,1
Bi2H9,200,80,1
TeH6,150,80,1
H10Pb,200,80,1
Ge2H9,150,80,1
BiH9,200,80,1
Ge2H9,200,80,1
TeH5,200,80,1
H10Pb,300,80,1
SnH8,250,80,1
H5S2,250,80,1
TeH6,300,80,1
H4Pb,250,80,1
ScH4,200,80,1
H5Pb,200,79,1
BaH5,200,79,1
BiH6,150,79,1
TeH7,300,79,1
SrH8,100,79,1
SbH6,300,79,1
ScH4,250,79,1
H4Se,100,79,1
H5Se,200,79,1
SbH6,150,79,1
ScH4,150,79,1
SnH6,250,79,1
ScH4,300,79,1
Li2H9,300,78,1
Bi2H9,300,78,1
BaH5,250,78,1
H5Se,300,78,1
SbH4,100,78,1
SnH10,300,78,1
SnH9,200,78,1
GeH5,100,78,1
H5S,300,78,1
H4S,150,78,1
BiH10,200,78,1
BiH10,300,78,1
H9Pb2,250,78,1
H7Se2,100,77,1
Sb2H9,250,77,1
SnH8,300,77,1
TiH4,100,77,1
CeH8,150,77,1
TeH4,200,77,1
H9Pb,150,76,1
Te2H9,100,76,1
H5Pb,150,76,1
P2H5,300,76,1
YH4,100,76,1
SnH7,300,76,1
SnH6,300,76,1
PmH9,100,76,1
TeH5,150,76,1
TeH4,250,76,1
BaH5,150,75,1
CeH5,250,75,1
BiH8,150,75,1
CeH5,200,75,1
EuH9,100,75,1
SnH7,200,75,1
H4Pb,300,75,1
Bi2H9,150,75,1
SnH10,200,75,1
BiH4,200,75,1
Sb2H9,200,75,1
SiH5,100,75,1
H7Pb,150,74,1
H5S2,300,74,1
InH10,250,74,1
SnH8,200,74,1
SnH6,200,74,1
LiH5,300,74,1
BiH4,250,74,1
H5S,200,74,1
Sb2H9,300,74,1
LiH4,300,74,1
H9Pb2,300,74,1
CeH5,150,74,1
TeH7,150,74,1
BaH8,100,73,1
Si2H9,100,73,1
TeH4,150,73,1
H4Pb,200,73,1
BiH7,150,73,1
In2H9,150,72,1
CeH5,100,72,1
TeH5,300,72,1
H8Se,250,72,1
Sn2H7,250,72,1
Sb2H9,150,72,1
Ge2H9,100,72,1
Dy2H9,100,72,1
BaH5,300,72,1
H9Pb2,200,72,1
H5S2,150,71,1
BiH4,150,71,1
H6Pb,100,71,1
H7I2,250,71,1
Ce2H9,250,71,1
Ce2H9,200,71,1
CeH5,300,71,1
Ti2H9,300,71,1
InH10,300,71,1
H7I2,200,71,1
Ti2H9,250,71,1
TiH4,300,70,1
Ce2H9,150,70,1
Bi2H7,200,70,1
CeH9,200,70,1
Te2H7,200,70,1
BiH9,150,70,1
SbH5,100,70,1
Sn2H9,250,70,1
Sn2H9,300,70,1
InH5,150,70,1
H7Pb2,250,70,1
InH9,300,70,1
H4Pb,150,70,1
InH9,250,70,1
H10Pb,150,70,1
TiH4,250,70,1
H9S2,100,70,1
Sn2H7,300,69,1
Ti2H9,200,69,1
Bi2H7,250,69,1
Dy2H9,300,69,1
SnH5,250,69,1
CeH9,250,69,1
