formula,P,Tc,AD
SnH7,300,91,1
H8Se,250,91,1
H9Se,100,91,1
H3S,300,91,1
H4S,300,90,1
DyH6,150,90,1
BiH6,100,90,1
SnH8,150,90,1
PmH6,100,90,1
Ba2H9,100,90,1
H7S2,250,90,1
TbH6,100,89,1
SnH7,250,89,1
LiH4,250,89,1
TiH5,150,89,1
CeH5,300,89,1
H8Se,200,89,1
InH5,200,89,1
H3S,250,89,1
GeH5,300,89,1
SnH8,100,88,1
DyH6,100,88,1
H7S2,200,88,1
EuH6,300,88,1
YH4,300,88,1
H5S2,300,88,1
H4S,250,88,1
GeH5,250,87,1
LiH4,200,87,1
H3S,200,87,1
H9S2,300,87,1
H8Se,150,87,1
PrH5,300,87,1
SnH7,200,87,1
SbH6,300,87,1
CeH5,250,87,1
InH5,150,87,1
TiH5,100,87,1
H4S,200,86,1
H5S2,250,86,1
YH4,250,86,1
EuH6,250,86,1
LiH4,150,85,1
SbH6,250,85,1
H3S,150,85,1
In2H9,300,85,1
H7S2,150,85,1
InH5,100,85,1
H5Pb,300,85,1
PrH5,250,85,1
CeH5,200,85,1
H9S2,250,85,1
GeH5,200,85,1
SnH7,150,84,1
YH4,200,84,1
H8Se,100,84,1
EuH6,200,84,1
Sc2H9,300,84,1
H4S,150,84,1
Li2H9,300,84,1
H5S2,200,84,1
GeH5,150,83,1
H7S2,100,83,1
PH3,300,83,1
H9S2,200,83,1
H5Pb,250,83,1
P2H7,300,83,1
SiH5,300,83,1
CeH5,150,83,1
In2H9,250,83,1
PrH5,200,83,1
H3S,100,83,1
LiH4,100,83,1
H5S,300,83,1
SbH6,200,83,1
SnH7,100,82,1
Li2H9,250,82,1
H5S2,150,82,1
YH4,150,82,1
Sc2H9,250,82,1
H7Se,300,82,1
H4S,100,82,1
EuH6,150,81,1
SbH6,150,81,1
PH4,300,81,1
PrH5,150,81,1
H2S,300,81,1
SiH5,250,81,1
GeH5,100,81,1
P2H5,300,81,1
H5S,250,81,1
P2H7,250,81,1
CeH5,100,81,1
PH3,250,81,1
In2H9,200,81,1
SnH6,300,81,1
H9S2,150,81,1
H5Pb,200,81,1
LaH5,300,80,1
Sc2H9,200,80,1
YH4,100,80,1
H5S2,100,80,1
Li2H9,200,80,1
H7Se,250,80,1
PrH5,100,79,1
TbH5,300,79,1
PH3,200,79,1
H2S,250,79,1
PH4,250,79,1
H5Pb,150,79,1
H5S,200,79,1
PmH5,300,79,1
SbH6,100,79,1
H7Se2,300,79,1
SiH5,200,79,1
P2H5,250,79,1
SnH6,250,79,1
EuH6,100,79,1
P2H7,200,79,1
H9S2,100,79,1
In2H9,150,79,1
PoH6,300,78,1
LaH5,250,78,1
H4Se,300,78,1
DyH5,300,78,1
Ce2H9,300,78,1
H7Se,200,78,1
Sc2H9,150,78,1
H3Se,300,78,1
P2H7,150,77,1
P2H9,300,77,1
H5Pb,100,77,1
PH3,150,77,1
H2S,200,77,1
H5S,150,77,1
TbH5,250,77,1
PmH5,250,77,1
SiH5,150,77,1
SnH6,200,77,1
H7Se2,250,77,1
Li2H9,150,77,1
TeH7,300,76,1
Pr2H9,300,76,1
DyH5,250,76,1
H5Se2,300,76,1
Ce2H9,250,76,1
LiH5,300,76,1
H9Se2,300,76,1
PH4,200,76,1
Sc2H9,100,76,1
PoH6,250,76,1
H3Se,250,76,1
LaH5,200,76,1
H4Se,250,76,1
P2H5,200,76,1
H7Se,150,76,1
In2H9,100,76,1
SiH5,100,75,1
SnH6,150,75,1
TbH5,200,75,1
P2H7,100,75,1
Ge2H9,300,75,1
H5S,100,75,1
PmH5,200,75,1
H7Se2,200,75,1
PoH5,300,75,1
PH3,100,75,1
Li2H9,100,75,1
P2H9,250,75,1
PH4,150,74,1
DyH5,200,74,1
Ti2H9,300,74,1
PoH6,200,74,1
H2S,150,74,1
H4Se,200,74,1
H7Se,100,74,1
H5Se2,250,74,1
Pr2H9,250,74,1
H9Se2,250,74,1
InH4,300,74,1
LiH5,250,74,1
P2H5,150,74,1
LaH5,150,74,1
Ce2H9,200,74,1
H3Se,200,74,1
TeH7,250,74,1
P2H9,200,73,1
Po2H9,300,73,1
H7Se2,150,73,1
PH2,300,73,1
PoH5,250,73,1
Ge2H9,250,73,1
KH4,300,73,1
PmH5,150,73,1
TbH5,150,73,1
H5Se,300,73,1
SnH6,100,73,1
H4Se,150,72,1
P2H5,100,72,1
LaH5,100,72,1
H3Se,150,72,1
PoH6,150,72,1
H5Se2,200,72,1
InH4,250,72,1
PH4,100,72,1
Ti2H9,250,72,1
H9Pb2,300,72,1
H2S,100,72,1
Ce2H9,150,72,1
H9Se2,200,72,1
LiH5,200,72,1
KH4,250,71,1
TeH7,200,71,1
H5Se,250,71,1
Pr2H9,200,71,1
PoH5,200,71,1
K2H9,300,71,1
TbH5,100,71,1
DyH5,150,71,1
PmH5,100,71,1
PH2,250,71,1
Ge2H9,200,71,1
P2H9,150,71,1
Bi2H9,300,70,1
EuH5,300,70,1
Ti2H9,200,70,1
Po2H9,250,70,1
BiH5,300,70,1
H2Se,300,70,1
InH4,200,70,1
Ce2H9,100,70,1
H3Se,100,70,1
PoH6,100,70,1
H9Pb2,250,70,1
H7Se2,100,70,1
LiH5,150,70,1
K2H9,250,69,1
KH4,200,69,1
KH5,300,69,1
Ge2H9,150,69,1
La2H9,300,69,1
DyH5,100,69,1
PoH5,150,69,1
Pr2H9,150,69,1
PH2,200,69,1
TeH7,150,69,1
H9Se2,150,69,1
H5Se2,150,69,1
H4Se,100,69,1
H5Se,200,69,1
BiH5,250,68,1
H2Se,250,68,1
InH4,150,68,1
BiH4,300,68,1
H9Pb2,200,68,1
P2H9,100,68,1
TcH4,300,68,1
LiH5,100,68,1
PoH4,300,68,1
Tb2H9,300,68,1
Ti2H9,150,68,1
Si2H9,300,68,1
Po2H9,200,68,1
EuH5,250,68,1
TeH7,100,67,1
Dy2H9,300,67,1
Pr2H9,100,67,1
PoH5,100,67,1
Bi2H9,250,67,1
Pm2H9,300,67,1
La2H9,250,67,1
KH4,150,67,1
H5Se2,100,67,1
H9Se2,100,67,1
PH2,150,67,1
Ge2H9,100,67,1
K2H9,200,67,1
KH5,250,67,1
Tb2H9,250,66,1
EuH5,200,66,1
Ti2H9,100,66,1
Si2H9,250,66,1
PoH4,250,66,1
CeH4,300,66,1
BiH4,250,66,1
BiH5,200,66,1
H2Se,200,66,1
H5Se,150,66,1
H3S2,300,66,1
Po2H9,150,66,1
TcH4,250,66,1
Pm2H9,250,65,1
La2H9,200,65,1
InH4,100,65,1
Bi2H7,300,65,1
KH6,300,65,1
ScH4,300,65,1
Bi2H9,200,65,1
H6Se,300,65,1
KH5,200,65,1
H9Pb2,150,65,1
H2Se,150,64,1
H5Se,100,64,1
Tb2H9,200,64,1
EuH5,150,64,1
Si2H9,200,64,1
PH2,100,64,1
SnH5,300,64,1
H3S2,250,64,1
CeH4,250,64,1
TcH4,200,64,1
KH4,100,64,1
BiH5,150,64,1
Po2H9,100,64,1
PoH4,200,64,1
K2H9,150,64,1
Dy2H9,250,64,1
La2H9,150,63,1
ScH4,250,63,1
H9Pb2,100,63,1
KH6,250,63,1
Bi2H9,150,63,1
H6Se,250,63,1
BiH4,200,63,1
Pm2H9,200,63,1
Po2H7,300,63,1
K2H9,100,62,1
H2Se,100,62,1
KH7,300,62,1
KH5,150,62,1
PrH4,300,62,1
TcH4,150,62,1
Tb2H9,150,62,1
Dy2H9,200,62,1
CeH4,200,62,1
SnH5,250,62,1
EuH5,100,62,1
Si2H9,150,62,1
Bi2H7,250,62,1
